time,PET,T_max,T_min,P,Q_ML,Q_mm,Qual
1940-03-01,4.969,22.349,2.4779999999999998,0.058,-99.99,-99.99,255
1940-03-02,4.34,21.836000000000002,5.41,0,-99.99,-99.99,255
1940-03-03,4.693999999999999,18.467,6.465,0.066,-99.99,-99.99,255
1940-03-04,4.8149999999999995,24.875,6.069,0.049,-99.99,-99.99,255
1940-03-05,3.929,21.778,7.043,0,-99.99,-99.99,255
1940-03-06,3.3089999999999997,21.791999999999998,3.8389999999999995,0,-99.99,-99.99,255
1940-03-07,4.087,32.846,9.325000000000001,0,-99.99,-99.99,255
1940-03-08,5.887,36.323,13.552000000000001,0,-99.99,-99.99,255
1940-03-09,5.251,30.316000000000003,12.643999999999998,0,-99.99,-99.99,255
1940-03-10,5.297,33.496,13.328,0,-99.99,-99.99,255
1940-03-11,5.953,38.107,12.693999999999999,0,-99.99,-99.99,255
1940-03-12,5.905,37.5,14.216999999999999,0,-99.99,-99.99,255
1940-03-13,5.7700000000000005,35.664,15.381,0,-99.99,-99.99,255
1940-03-14,4.234,23.458,14.464,0,-99.99,-99.99,255
1940-03-15,3.796,18.924999999999997,9.275,0,-99.99,-99.99,255
1940-03-16,4.308,22.107000000000003,7.6819999999999995,0,-99.99,-99.99,255
1940-03-17,4.03,28.426,10.833,0.001,-99.99,-99.99,255
1940-03-18,3.4219999999999997,30.182,12.591,0.009,-99.99,-99.99,255
1940-03-19,3.246,21.512,14.164,17.048,-99.99,-99.99,255
1940-03-20,3.074,14.945,6.917,20.130000000000003,-99.99,-99.99,255
1940-03-21,3.3659999999999997,18.612000000000002,7.781000000000001,0.706,-99.99,-99.99,255
1940-03-22,3.8859999999999997,20.903,6.582,0.183,-99.99,-99.99,255
1940-03-23,4.3629999999999995,28.232,7.109,0,-99.99,-99.99,255
1940-03-24,4.176,30.399,11.575000000000001,0,-99.99,-99.99,255
1940-03-25,3.4959999999999996,18.959,10.987,0.001,-99.99,-99.99,255
1940-03-26,3.193,21.785999999999998,6.575,0.001,-99.99,-99.99,255
1940-03-27,3.3709999999999996,31.102,12.167,0.461,-99.99,-99.99,255
1940-03-28,3.9759999999999995,27.869,13.107,0.002,-99.99,-99.99,255
1940-03-29,3.7319999999999998,33.506,13.905000000000001,0,-99.99,-99.99,255
1940-03-30,2.8549999999999995,31.314000000000004,18.985999999999997,0,-99.99,-99.99,255
1940-03-31,2.005,18.844,14.135,3.9749999999999996,-99.99,-99.99,255
1940-04-01,2.4619999999999997,13.230999999999998,6.178,12.505,-99.99,-99.99,255
1940-04-02,3.0719999999999996,15.057,6.485,0.003,-99.99,-99.99,255
1940-04-03,2.404,20.179000000000002,4.936000000000001,0.016,-99.99,-99.99,255
1940-04-04,2.443,17.458,10.736999999999998,9.486,-99.99,-99.99,255
1940-04-05,3.003,17.221999999999998,7.119999999999999,0.6599999999999999,-99.99,-99.99,255
1940-04-06,2.8549999999999995,21.387,6.161,0,-99.99,-99.99,255
1940-04-07,2.1919999999999997,17.215,11.481,6.069,-99.99,-99.99,255
1940-04-08,2.8109999999999995,16.858,8.458,3.8289999999999997,-99.99,-99.99,255
1940-04-09,2.397,15.55,7.2410000000000005,0.027,-99.99,-99.99,255
1940-04-10,2.42,18.276,7.239000000000001,0.005,-99.99,-99.99,255
1940-04-11,2.123,22.601000000000003,7.775,0.025,-99.99,-99.99,255
1940-04-12,2.224,17.239,11.395000000000001,1.09,-99.99,-99.99,255
1940-04-13,1.566,13.181,7.409000000000001,0.17,-99.99,-99.99,255
1940-04-14,1.597,12.120999999999999,5.407,3.009,-99.99,-99.99,255
1940-04-15,1.8,8.469000000000001,3.8539999999999996,17.581,-99.99,-99.99,255
1940-04-16,1.346,9.720999999999998,4.09,10.895000000000001,-99.99,-99.99,255
1940-04-17,1.7009999999999998,11.205,6.375,7.535,-99.99,-99.99,255
1940-04-18,1.575,11.912,5.511,0.199,-99.99,-99.99,255
1940-04-19,1.8820000000000001,13.593,3.6559999999999997,0.097,-99.99,-99.99,255
1940-04-20,2.013,17.331000000000003,4.06,0,-99.99,-99.99,255
1940-04-21,2.429,20.891000000000002,7.495,0.019,-99.99,-99.99,255
1940-04-22,2.159,21.663,7.408,0.063,-99.99,-99.99,255
1940-04-23,1.8780000000000001,20.201999999999998,10.240999999999998,0.001,-99.99,-99.99,255
1940-04-24,1.508,18.964999999999996,11.33,2.578,-99.99,-99.99,255
1940-04-25,1.532,13.733999999999998,10.003,21.707,-99.99,-99.99,255
1940-04-26,1.587,13.267,7.992,1.783,-99.99,-99.99,255
1940-04-27,1.946,14.663,6.042,0.113,-99.99,-99.99,255
1940-04-28,1.677,14.365000000000002,4.301,0,-99.99,-99.99,255
1940-04-29,1.716,15.978,4.175,0.083,-99.99,-99.99,255
1940-04-30,1.282,12.095,6.143999999999999,1.651,-99.99,-99.99,255
1940-05-01,1.193,11.013,5.523,17.279999999999998,-99.99,-99.99,255
1940-05-02,1.593,12.185,6.859,9.103,-99.99,-99.99,255
1940-05-03,1.4989999999999999,11.57,4.629,4.23,-99.99,-99.99,255
1940-05-04,1.3940000000000001,11.934,6.185,1.4169999999999998,-99.99,-99.99,255
1940-05-05,1.604,13.373000000000001,5.346,0.192,-99.99,-99.99,255
1940-05-06,1.619,14.197,2.778,0.76,-99.99,-99.99,255
1940-05-07,1.43,12.519,4.561999999999999,0.05,-99.99,-99.99,255
1940-05-08,1.3800000000000001,12.657,5.781000000000001,0.079,-99.99,-99.99,255
1940-05-09,1.294,12.296,4.371,0.048,-99.99,-99.99,255
1940-05-10,0.998,12.289,6.247,0,-99.99,-99.99,255
1940-05-11,1.1520000000000001,12.563,2.609,0,-99.99,-99.99,255
1940-05-12,1.26,11.649,4.609,0.082,-99.99,-99.99,255
1940-05-13,1.272,10.882000000000001,4.203,0.021,-99.99,-99.99,255
1940-05-14,1.335,13.197999999999999,3.5189999999999997,0.082,-99.99,-99.99,255
1940-05-15,0.929,13.001,2.607,0.027,-99.99,-99.99,255
1940-05-16,0.9,12.164,7.366,1.854,-99.99,-99.99,255
1940-05-17,0.9470000000000001,9.793,6.361999999999999,20.19,-99.99,-99.99,255
1940-05-18,1.181,8.936,4.226,22.931,-99.99,-99.99,255
1940-05-19,0.919,8.844,-0.21400000000000002,0.013000000000000001,-99.99,-99.99,255
1940-05-20,1.123,9.581,1.43,0.007,-99.99,-99.99,255
1940-05-21,0.7,11.334,4.591,0.6789999999999999,-99.99,-99.99,255
1940-05-22,0.8,11.595,5.927,7.501,-99.99,-99.99,255
1940-05-23,0.9,11.126999999999999,5.3839999999999995,0.20500000000000002,-99.99,-99.99,255
1940-05-24,0.7949999999999999,9.383000000000001,2.0559999999999996,0.10400000000000001,-99.99,-99.99,255
1940-05-25,0.995,10.41,4.566,0.14900000000000002,-99.99,-99.99,255
1940-05-26,1.08,9.884,3.09,1.068,-99.99,-99.99,255
1940-05-27,1.009,10.934,2.121,1.697,-99.99,-99.99,255
1940-05-28,1.081,12.722999999999999,1.029,0.25,-99.99,-99.99,255
1940-05-29,0.64,13.582,6.4990000000000006,0.034,-99.99,-99.99,255
1940-05-30,0.8470000000000001,10.558,4.934,1.849,-99.99,-99.99,255
1940-05-31,0.8490000000000001,11.433,5.538,0.549,-99.99,-99.99,255
1940-06-01,0.7989999999999999,11.230999999999998,7.572,0.6869999999999999,-99.99,-99.99,255
1940-06-02,0.812,9.020999999999999,5.299,2.417,-99.99,-99.99,255
1940-06-03,0.8,8.466000000000001,1.772,4.17,-99.99,-99.99,255
1940-06-04,0.7,9.202,2.238,0.063,-99.99,-99.99,255
1940-06-05,0.7,8.199,-0.111,0.08,-99.99,-99.99,255
1940-06-06,0.7,9.636,1.829,0,-99.99,-99.99,255
1940-06-07,0.723,6.288,3.86,33.552,-99.99,-99.99,255
1940-06-08,0.632,8.447999999999999,4.7219999999999995,24.758,-99.99,-99.99,255
1940-06-09,0.7,8.072000000000001,4.758,5.6419999999999995,-99.99,-99.99,255
1940-06-10,0.602,8.122,3.9319999999999995,3.8379999999999996,-99.99,-99.99,255
1940-06-11,0.622,8.616999999999999,5.843999999999999,3.718,-99.99,-99.99,255
1940-06-12,0.606,7.856999999999999,5.501,1.281,-99.99,-99.99,255
1940-06-13,0.8,9.546,3.642,0.167,-99.99,-99.99,255
1940-06-14,0.6,11.434,0.77,0.061,-99.99,-99.99,255
1940-06-15,0.731,15.902000000000001,6.4590000000000005,3.9749999999999996,-99.99,-99.99,255
1940-06-16,0.9,9.934,4.223,6.538,-99.99,-99.99,255
1940-06-17,0.7,9.355000000000002,0.803,1.7209999999999999,-99.99,-99.99,255
1940-06-18,0.719,11.796,1.7209999999999999,0.055,-99.99,-99.99,255
1940-06-19,0.8,10.717999999999998,-0.74,0.05,-99.99,-99.99,255
1940-06-20,0.4,7.466,0.40900000000000003,1.7129999999999999,-99.99,-99.99,255
1940-06-21,0.7,6.3469999999999995,1.667,19.741999999999997,-99.99,-99.99,255
1940-06-22,0.77,8.183,1.271,6.375,-99.99,-99.99,255
1940-06-23,0.602,7.573,4.114999999999999,1.958,-99.99,-99.99,255
1940-06-24,0.7,8.515,4.353,3.628,-99.99,-99.99,255
1940-06-25,0.7,8.496,2.125,0.13,-99.99,-99.99,255
1940-06-26,0.809,10.466000000000001,-0.8620000000000001,0.12200000000000001,-99.99,-99.99,255
1940-06-27,0.644,12.326,-0.014,0.07100000000000001,-99.99,-99.99,255
1940-06-28,0.644,10.559000000000001,4.5760000000000005,0.449,-99.99,-99.99,255
1940-06-29,0.384,9.210999999999999,3.558,3.343,-99.99,-99.99,255
1940-06-30,0.47900000000000004,7.6739999999999995,-1.663,0.517,-99.99,-99.99,255
1940-07-01,0.6839999999999999,9.716999999999999,4.09,3.654,-99.99,-99.99,255
1940-07-02,0.88,9.633,4.194999999999999,0.933,-99.99,-99.99,255
1940-07-03,0.6799999999999999,11.099,2.565,0.18,-99.99,-99.99,255
1940-07-04,0.626,9.956000000000001,6.009,0.13,-99.99,-99.99,255
1940-07-05,0.725,11.496,4.351,0.43400000000000005,-99.99,-99.99,255
1940-07-06,0.454,10.439,4.726,0.041,-99.99,-99.99,255
1940-07-07,0.8690000000000001,12.44,3.5789999999999997,1.108,-99.99,-99.99,255
1940-07-08,0.703,11.865000000000002,2.9299999999999997,0.29300000000000004,-99.99,-99.99,255
1940-07-09,0.6599999999999999,10.371,5.351,0.005,-99.99,-99.99,255
1940-07-10,0.7939999999999999,6.1339999999999995,2.0119999999999996,28.477,-99.99,-99.99,255
1940-07-11,0.8540000000000001,7.624999999999999,2.44,8.247999999999998,-99.99,-99.99,255
1940-07-12,0.715,8.116999999999999,2.884,3.173,-99.99,-99.99,255
1940-07-13,0.463,6.601999999999999,4.853,7.032,-99.99,-99.99,255
1940-07-14,0.803,6.194999999999999,4.667999999999999,26.636000000000003,-99.99,-99.99,255
1940-07-15,0.8770000000000001,8.123999999999999,2.9909999999999997,12.277,-99.99,-99.99,255
1940-07-16,0.722,7.563999999999999,2.249,0.254,-99.99,-99.99,255
1940-07-17,0.617,6.622999999999999,2.808,7.087,-99.99,-99.99,255
1940-07-18,0.887,7.4590000000000005,1.863,1.647,-99.99,-99.99,255
1940-07-19,0.757,6.8549999999999995,0.7859999999999999,0.319,-99.99,-99.99,255
1940-07-20,1.1840000000000002,9.593,3.275,6.430000000000001,-99.99,-99.99,255
1940-07-21,0.8,7.8629999999999995,3.041,2.251,-99.99,-99.99,255
1940-07-22,0.801,9.813,1.813,5.8,-99.99,-99.99,255
1940-07-23,0.706,10.453000000000001,3.953,0.608,-99.99,-99.99,255
1940-07-24,0.8450000000000001,7.358,5.968,17.003,-99.99,-99.99,255
1940-07-25,0.898,8.587,3.5549999999999997,14.911,-99.99,-99.99,255
1940-07-26,0.919,8.640999999999998,4.285,4.1,-99.99,-99.99,255
1940-07-27,0.772,9.589,3.062,1.9369999999999998,-99.99,-99.99,255
1940-07-28,0.721,12.039,5.571000000000001,0.001,-99.99,-99.99,255
1940-07-29,1.058,10.793,6.702,9.793,-99.99,-99.99,255
1940-07-30,1.2249999999999999,10.287999999999998,6.219,2.524,-99.99,-99.99,255
1940-07-31,1.2049999999999998,10.719999999999999,5.68,2.905,-99.99,-99.99,255
1940-08-01,0.993,10.543,0.33699999999999997,0.8580000000000001,-99.99,-99.99,255
1940-08-02,0.961,8.365000000000002,3.029,0.264,-99.99,-99.99,255
1940-08-03,1.363,8.897,1.32,0,-99.99,-99.99,255
1940-08-04,1.598,11.666,0.459,0,-99.99,-99.99,255
1940-08-05,0.6639999999999999,8.251,0.634,0.135,-99.99,-99.99,255
1940-08-06,1.313,6.63,0.08700000000000001,18.994,-99.99,-99.99,255
1940-08-07,1.377,8.579,2.3739999999999997,7.532,-99.99,-99.99,255
1940-08-08,1.544,10.600999999999999,-0.8290000000000001,0.48600000000000004,-99.99,-99.99,255
1940-08-09,1.309,11.482000000000001,-0.126,0.202,-99.99,-99.99,255
1940-08-10,1.756,13.717999999999998,0.365,0,-99.99,-99.99,255
1940-08-11,0.884,12.651,0.934,0.001,-99.99,-99.99,255
1940-08-12,0.542,13.176,4.58,0.44,-99.99,-99.99,255
1940-08-13,1.513,7.794,1.3860000000000001,12.573,-99.99,-99.99,255
1940-08-14,1.029,8.579,2.014,3.4719999999999995,-99.99,-99.99,255
1940-08-15,1.4229999999999998,8.97,4.621999999999999,2.625,-99.99,-99.99,255
1940-08-16,1.558,9.384,2.502,10.102,-99.99,-99.99,255
1940-08-17,1.372,9.335,3.4619999999999997,0.626,-99.99,-99.99,255
1940-08-18,1.53,9.742999999999999,1.812,0,-99.99,-99.99,255
1940-08-19,1.6580000000000001,10.143999999999998,0.936,0.40800000000000003,-99.99,-99.99,255
1940-08-20,1.9,11.190999999999999,2.348,0.13,-99.99,-99.99,255
1940-08-21,1.8920000000000001,13.055000000000001,0.812,0.08,-99.99,-99.99,255
1940-08-22,2.3,14.458,1.2169999999999999,0.026000000000000002,-99.99,-99.99,255
1940-08-23,2.002,16.178,2.08,0,-99.99,-99.99,255
1940-08-24,2.549,18.424,4.075,0,-99.99,-99.99,255
1940-08-25,1.094,20.259999999999998,5.988,0.032,-99.99,-99.99,255
1940-08-26,1.9149999999999998,11.102,5.383,1.539,-99.99,-99.99,255
1940-08-27,1.94,10.958,5.755,7.343999999999999,-99.99,-99.99,255
1940-08-28,1.7049999999999998,10.83,2.0549999999999997,2.4319999999999995,-99.99,-99.99,255
1940-08-29,2.383,10.005,0.022,10.802000000000001,-99.99,-99.99,255
1940-08-30,1.532,13.158,-1.122,1.699,-99.99,-99.99,255
1940-08-31,2.191,13.796999999999999,2.23,0.001,-99.99,-99.99,255
1940-09-01,2.142,10.709,3.404,0.47600000000000003,-99.99,-99.99,255
1940-09-02,1.4769999999999999,7.8919999999999995,4.013999999999999,1.802,-99.99,-99.99,255
1940-09-03,2.8,9.110999999999999,-3.688,3.22,-99.99,-99.99,255
1940-09-04,2.522,12.354000000000001,-1.286,0.493,-99.99,-99.99,255
1940-09-05,2.468,15.950000000000001,0.927,0,-99.99,-99.99,255
1940-09-06,2.981,15.657,4.57,0.003,-99.99,-99.99,255
1940-09-07,2.729,21.837000000000003,3.0749999999999997,0,-99.99,-99.99,255
1940-09-08,2.36,12.177,7.13,0.23600000000000002,-99.99,-99.99,255
1940-09-09,2.3689999999999998,11.267,2.4709999999999996,3.3159999999999994,-99.99,-99.99,255
1940-09-10,2.565,14.321,2.808,0.012,-99.99,-99.99,255
1940-09-11,2.086,16.004,2.272,0.001,-99.99,-99.99,255
1940-09-12,1.774,19.2,9.199,1.611,-99.99,-99.99,255
1940-09-13,2.755,8.677,5.454,49.576,-99.99,-99.99,255
1940-09-14,2.568,10.097999999999999,0.361,0.9380000000000001,-99.99,-99.99,255
1940-09-15,2.5519999999999996,11.59,2.51,0.762,-99.99,-99.99,255
1940-09-16,2.4959999999999996,13.677,2.045,0.20400000000000001,-99.99,-99.99,255
1940-09-17,3.51,18.399,1.728,0,-99.99,-99.99,255
1940-09-18,3.961,21.567999999999998,5.4190000000000005,0.001,-99.99,-99.99,255
1940-09-19,2.8319999999999994,11.831,6.096,0.003,-99.99,-99.99,255
1940-09-20,1.374,12.079,4.2860000000000005,0.07600000000000001,-99.99,-99.99,255
1940-09-21,1.755,16.089,6.748,10.797999999999998,-99.99,-99.99,255
1940-09-22,2.621,12.787999999999998,8.589,7.787,-99.99,-99.99,255
1940-09-23,3.779,16.505,5.41,2.715,-99.99,-99.99,255
1940-09-24,3.581,18.967999999999996,3.993,0.15200000000000002,-99.99,-99.99,255
1940-09-25,4.667999999999999,22.07,7.383,0,-99.99,-99.99,255
1940-09-26,2.102,14.064,8.125,0.7829999999999999,-99.99,-99.99,255
1940-09-27,2.477,11.187,8.554,6.047,-99.99,-99.99,255
1940-09-28,1.604,9.035,5.55,0.032,-99.99,-99.99,255
1940-09-29,2.4939999999999998,9.903,4.986000000000001,16.08,-99.99,-99.99,255
1940-09-30,3.651,11.754,3.3209999999999997,5.649,-99.99,-99.99,255
1940-10-01,3.657,13.086,3.274,0.02,-99.99,-99.99,255
1940-10-02,3.7800000000000002,16.104000000000003,4.646999999999999,0,-99.99,-99.99,255
1940-10-03,3.948,18.677000000000003,3.9939999999999998,0,-99.99,-99.99,255
1940-10-04,4.913,20.904999999999998,5.984,0,-99.99,-99.99,255
1940-10-05,3.9109999999999996,23.154000000000003,7.608,0,-99.99,-99.99,255
1940-10-06,4.428,18.596,7.686,0.001,-99.99,-99.99,255
1940-10-07,4.04,22.541,4.42,0,-99.99,-99.99,255
1940-10-08,2.8979999999999997,22.451999999999998,11.301,0.16,-99.99,-99.99,255
1940-10-09,4.744,15.359000000000002,7.6259999999999994,0.127,-99.99,-99.99,255
1940-10-10,5.021999999999999,17.451999999999998,5.186,0,-99.99,-99.99,255
1940-10-11,4.726,22.688,4.109,0,-99.99,-99.99,255
1940-10-12,5.7010000000000005,28.819000000000003,7.728,0.10800000000000001,-99.99,-99.99,255
1940-10-13,4.579000000000001,30.974,11.07,0,-99.99,-99.99,255
1940-10-14,3.758,30.025,13.171,0,-99.99,-99.99,255
1940-10-15,3.3339999999999996,18.838,11.729,1.014,-99.99,-99.99,255
1940-10-16,3.776,13.246999999999998,7.053,3.8979999999999997,-99.99,-99.99,255
1940-10-17,4,11.999,2.9189999999999996,1.058,-99.99,-99.99,255
1940-10-18,4.5969999999999995,16.729,0.20700000000000002,0.511,-99.99,-99.99,255
1940-10-19,3.698,20.774,2.1270000000000002,0,-99.99,-99.99,255
1940-10-20,2.9579999999999997,16.441,10.140999999999998,0.001,-99.99,-99.99,255
1940-10-21,4.4750000000000005,19.777,7.016,0.734,-99.99,-99.99,255
1940-10-22,2.1559999999999997,21.334000000000003,7.288,0.21700000000000003,-99.99,-99.99,255
1940-10-23,3.4379999999999997,15.452000000000002,6.956,16.557000000000002,-99.99,-99.99,255
1940-10-24,3.4349999999999996,13.762,4.683999999999999,0.138,-99.99,-99.99,255
1940-10-25,4.161999999999999,17.959999999999997,2.043,0,-99.99,-99.99,255
1940-10-26,4.581,24.912,5.888,0.005,-99.99,-99.99,255
1940-10-27,4.2860000000000005,15.242999999999999,6.001,1.8,-99.99,-99.99,255
1940-10-28,4.266,13.898,3.578,5.066999999999999,-99.99,-99.99,255
1940-10-29,3.718,17.276,1.73,0.21600000000000003,-99.99,-99.99,255
1940-10-30,2.4919999999999995,17.596,2.3699999999999997,0.166,-99.99,-99.99,255
1940-10-31,3.4559999999999995,23.155,12.477,3.0909999999999997,-99.99,-99.99,255
1940-11-01,4.461,17.276,7.713,1.06,-99.99,-99.99,255
1940-11-02,4.861999999999999,13.116999999999999,5.611,6.23,-99.99,-99.99,255
1940-11-03,4.1579999999999995,15.388,3.4919999999999995,0.899,-99.99,-99.99,255
1940-11-04,3.755,12.751,5.575,7.416,-99.99,-99.99,255
1940-11-05,4.271000000000001,11.674,3.0989999999999998,7.119,-99.99,-99.99,255
1940-11-06,4.843,16.052,3.659,4.523,-99.99,-99.99,255
1940-11-07,4.285,22.548,2.803,0.115,-99.99,-99.99,255
1940-11-08,3.36,20.781999999999996,10.293,0.07200000000000001,-99.99,-99.99,255
1940-11-09,4.028,15.212,7.116,3.923,-99.99,-99.99,255
1940-11-10,3.774,21.919,8.202,9.569,-99.99,-99.99,255
1940-11-11,3.443,19.493,6.738,1.532,-99.99,-99.99,255
1940-11-12,4.561999999999999,16.554000000000002,5.2219999999999995,16.474,-99.99,-99.99,255
1940-11-13,4.726,13.951,3.933,1.7069999999999999,-99.99,-99.99,255
1940-11-14,5.3,14.588,3.03,0.224,-99.99,-99.99,255
1940-11-15,3.8719999999999994,14.961,4.696999999999999,0,-99.99,-99.99,255
1940-11-16,4.819,15.719999999999999,4.945,4.4750000000000005,-99.99,-99.99,255
1940-11-17,5.164999999999999,19.032,6.831,0.21400000000000002,-99.99,-99.99,255
1940-11-18,4.841,18.6,8.368,0.05,-99.99,-99.99,255
1940-11-19,6.438000000000001,20.32,7.4510000000000005,0,-99.99,-99.99,255
1940-11-20,5.5360000000000005,28.18,8.017,0,-99.99,-99.99,255
1940-11-21,3.067,19.58,11.717999999999998,0.001,-99.99,-99.99,255
1940-11-22,3.118,15.005,9.254,7.874,-99.99,-99.99,255
1940-11-23,2.19,13.047999999999998,9.437,10.442,-99.99,-99.99,255
1940-11-24,4.6339999999999995,14.241999999999999,10.017,12.461,-99.99,-99.99,255
1940-11-25,4.83,18.584999999999997,9.332,1.904,-99.99,-99.99,255
1940-11-26,6.035,21.132,10.780999999999999,0.026000000000000002,-99.99,-99.99,255
1940-11-27,5.239000000000001,27.927999999999997,12.812000000000001,0,-99.99,-99.99,255
1940-11-28,4.6209999999999996,17.741999999999997,11.804,0.034999999999999996,-99.99,-99.99,255
1940-11-29,4.470000000000001,16.919,6.99,0.493,-99.99,-99.99,255
1940-11-30,5.998,22.627000000000002,9.508,0,-99.99,-99.99,255
1940-12-01,5.289000000000001,21.514000000000003,10.075000000000001,0,-99.99,-99.99,255
1940-12-02,4.414,21.17,11.574,0.139,-99.99,-99.99,255
1940-12-03,6.437,22.058,10.965000000000002,1.095,-99.99,-99.99,255
1940-12-04,5.063,20.802,11.484,0.041,-99.99,-99.99,255
1940-12-05,3.6159999999999997,22.069,12.693,0.022,-99.99,-99.99,255
1940-12-06,6.3839999999999995,35.833,14.927,0.29900000000000004,-99.99,-99.99,255
1940-12-07,2.8749999999999996,25.744,13.646999999999998,3.142,-99.99,-99.99,255
1940-12-08,4.939000000000001,21.553,12.523,8.884,-99.99,-99.99,255
1940-12-09,5.7010000000000005,16.509,8.230999999999998,2.4559999999999995,-99.99,-99.99,255
1940-12-10,5.73,16.322,5.7330000000000005,0.031,-99.99,-99.99,255
1940-12-11,5.789000000000001,19.207,7.591,0.002,-99.99,-99.99,255
1940-12-12,6.434,23,5.623999999999999,0,-99.99,-99.99,255
1940-12-13,5.766,31.259,10.79,0,-99.99,-99.99,255
1940-12-14,5.273000000000001,23.323,15.467,0.24600000000000002,-99.99,-99.99,255
1940-12-15,4.071000000000001,22.829,10.846,0,-99.99,-99.99,255
1940-12-16,4.893,22.454,10.287999999999998,0.027,-99.99,-99.99,255
1940-12-17,5.835,19.667,7.993,0,-99.99,-99.99,255
1940-12-18,5.893999999999999,32.686,9.856000000000002,0.07500000000000001,-99.99,-99.99,255
1940-12-19,4.361999999999999,27.447999999999997,14.081,1.571,-99.99,-99.99,255
1940-12-20,6.428,18.806,8.690999999999999,25.303,-99.99,-99.99,255
1940-12-21,6.166999999999999,21.464,9.581,0.005,-99.99,-99.99,255
1940-12-22,4.973000000000001,19.751,9.351,0.007,-99.99,-99.99,255
1940-12-23,4.7700000000000005,17.403,5.385,3.257,-99.99,-99.99,255
1940-12-24,6.078,23.976,4.661,2.928,-99.99,-99.99,255
1940-12-25,6.492,29.784,9.202,0,-99.99,-99.99,255
1940-12-26,7.25,25.807000000000002,8.096,0,-99.99,-99.99,255
1940-12-27,5.393999999999999,34.494,12.707999999999998,1.8960000000000001,-99.99,-99.99,255
1940-12-28,4.351999999999999,20.229,10.116999999999999,22.927999999999997,-99.99,-99.99,255
1940-12-29,6.011,19.997999999999998,6.519,4.575,-99.99,-99.99,255
1940-12-30,6.976000000000001,26.54,9.387,1.4589999999999999,-99.99,-99.99,255
1940-12-31,4.353999999999999,21.724,11.496,0.003,-99.99,-99.99,255
1941-01-01,4.138,18.419999999999998,12.317,0.588,-99.99,-99.99,255
1941-01-02,2.9349999999999996,17.130000000000003,11.864,0.8560000000000001,-99.99,-99.99,255
1941-01-03,2.181,18.781,11.305000000000001,0.169,-99.99,-99.99,255
1941-01-04,4.656,15.89,10.28,58.175000000000004,-99.99,-99.99,255
1941-01-05,5.869,20.173000000000002,5.493,0.114,-99.99,-99.99,255
1941-01-06,6.691,22.438,7.621999999999999,0.05,-99.99,-99.99,255
1941-01-07,6.784,23.878,9.642999999999999,0,-99.99,-99.99,255
1941-01-08,5.627999999999999,21.176000000000002,10.632,0,-99.99,-99.99,255
1941-01-09,5.74,19.704,9.205,0.001,-99.99,-99.99,255
1941-01-10,6.143,20.275,9.113999999999999,0,-99.99,-99.99,255
1941-01-11,6.819,21.618000000000002,10.133,0,-99.99,-99.99,255
1941-01-12,6.7669999999999995,21.67,11.432,0,-99.99,-99.99,255
1941-01-13,5.766,24.235,14.065000000000001,0.03,-99.99,-99.99,255
1941-01-14,7.428,27.705,15.103,0,-99.99,-99.99,255
1941-01-15,4.838,27.759,15.578,0.002,-99.99,-99.99,255
1941-01-16,4.849,21.038,14.205,11.752,-99.99,-99.99,255
1941-01-17,5.558,18.757,8.779,3.602,-99.99,-99.99,255
1941-01-18,5.526,20.474999999999998,9.311,0.04,-99.99,-99.99,255
1941-01-19,7.442,21.117000000000004,10.623999999999999,0,-99.99,-99.99,255
1941-01-20,5.721,19.294999999999998,11.006,0.005,-99.99,-99.99,255
1941-01-21,6.4830000000000005,25.067999999999998,10.1,0,-99.99,-99.99,255
1941-01-22,6.232,32.291000000000004,14.269,0.001,-99.99,-99.99,255
1941-01-23,5.53,29.947999999999997,15.853000000000002,0.20700000000000002,-99.99,-99.99,255
1941-01-24,4.243,24.987,16.356,2.9939999999999998,-99.99,-99.99,255
1941-01-25,2.004,21.027,15.102,6.651999999999999,-99.99,-99.99,255
1941-01-26,4.22,15.886000000000001,8.986,54.098000000000006,-99.99,-99.99,255
1941-01-27,3.8359999999999994,14.67,6.909000000000001,2.9989999999999997,-99.99,-99.99,255
1941-01-28,4.577,15.482000000000001,8.099,0.498,-99.99,-99.99,255
1941-01-29,5.584,20.309,8.984,0.129,-99.99,-99.99,255
1941-01-30,6.766,28.891000000000002,7.981000000000001,0,-99.99,-99.99,255
1941-01-31,5.324999999999999,29.677000000000003,14.346,0,-99.99,-99.99,255
1941-02-01,6.079000000000001,25.571,14.014,0.089,-99.99,-99.99,255
1941-02-02,4.329,20.461999999999996,10.353000000000002,0.001,-99.99,-99.99,255
1941-02-03,4.595,17.909,9.469000000000001,0.33099999999999996,-99.99,-99.99,255
1941-02-04,4.438000000000001,19.301000000000002,8.669,0.055,-99.99,-99.99,255
1941-02-05,5.318,23.853,10.376000000000001,0,-99.99,-99.99,255
1941-02-06,5.987,23.247999999999998,9.292,0.021,-99.99,-99.99,255
1941-02-07,6.3069999999999995,25.706,9.897,0,-99.99,-99.99,255
1941-02-08,5.763,23.299,12.037999999999998,0,-99.99,-99.99,255
1941-02-09,6.73,22.694000000000003,12.29,0.015,-99.99,-99.99,255
1941-02-10,5.002,23.539,10.981,0.098,-99.99,-99.99,255
1941-02-11,4.595,17.868,8.853000000000002,0.053000000000000005,-99.99,-99.99,255
1941-02-12,4.705,16.149,5.188,2.646,-99.99,-99.99,255
